doc_id,lemma
sentence_1679,"we be particularly grateful to the thousand of new legal immigrant , many of they not yet citizen , who be serve in the armed force and among first responder ."
sentence_168,as of April 2007 the income disregard for the carer allowance will be increase to € 320 ( single ) / € 640 ( couple ) per week .
sentence_1680,"include the Sikh , Hindu , muslim and jewish soldier who fight for Britain ."
sentence_1681,"as part of we big plan for small business , a re-elect Morrison government will invest a additional $ 5 million in a dedicated Accelerator support program to assist first generation migrants look to develop a start - up business ."
sentence_1682,"reduce the fee for register a child as a british citizen from £ 1,012 to the cost of administration ."
sentence_1683,and close seven of the UK 's nine detention centre .
sentence_1684,complete the paperwork .
sentence_1685,"we believe we should expand , not reduce , the annual visa cap for victim of human trafficking , include victim of sex trafficking , violence against woman and child , and other heinous crime ;"
sentence_1686,the liberal Democrats be the only party with a plan for a fair migration system that work for everyone .
sentence_1687,a area like aged care be a good example .
sentence_1688,cut down the process time of partner visa by move to a demand - driven system .
sentence_1689,freedom of movement will end when we leave the european Union .
sentence_169,. these agreement make the irish state - which purchase 85 % of all drug - pay a higher price for both patented and generic drug ;
sentence_1690,"we believe that service member , veteran , and they spouse should never face deportation ."
